piece,time,letter,triad,sevenths
nan,7.6,C#,maj,min7
nan,7.7,C#,maj,min7
nan,7.8,C#,maj,min7
nan,7.9,C#,maj,min7
nan,8,C#,maj,min7
nan,8.1,C#,maj,min7
nan,8.2,C#,maj,min7
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,B,dim,na
nan,9,B,dim,na
nan,9.1,B,dim,na
nan,9.2,B,dim,na
nan,9.3,B,dim,na
nan,9.4,B,dim,na
nan,9.5,B,dim,na
nan,9.6,B,dim,na
nan,9.7,B,dim,na
nan,9.8,B,dim,na
nan,9.9,B,dim,na
nan,10,B,dim,na
nan,10.1,B,dim,na
nan,10.2,B,dim,na
nan,10.3,B,dim,na
nan,10.4,B,dim,na
nan,10.5,B,dim,na
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,C#,maj,min7
nan,12,C#,maj,min7
nan,12.1,C#,maj,min7
nan,12.2,C#,maj,min7
nan,12.3,C#,maj,min7
nan,12.4,F,dim,min7
nan,12.5,F,dim,min7
nan,12.6,F,dim,min7
nan,12.7,F,dim,min7
nan,12.8,F,dim,min7
nan,12.9,F,dim,min7
nan,13,F,dim,min7
nan,13.1,F,dim,min7
nan,13.2,F,dim,min7
nan,13.3,F,dim,min7
nan,13.4,F,dim,min7
nan,13.5,F,dim,min7
nan,13.6,F,dim,min7
nan,13.7,F,dim,min7
nan,13.8,F,dim,min7
nan,13.9,F,dim,min7
nan,14,F,dim,min7
nan,14.1,F,dim,min7
nan,14.2,F,dim,min7
nan,14.3,F,dim,min7
nan,14.4,F,dim,min7
nan,14.5,F,dim,min7
nan,14.6,F,dim,min7
nan,14.7,F,dim,min7
nan,14.8,E,dim,min7
nan,14.9,E,dim,min7
nan,15,E,dim,min7
nan,15.1,E,dim,min7
nan,15.2,E,dim,min7
nan,15.3,E,dim,min7
nan,15.4,E,dim,min7
nan,15.5,E,dim,min7
nan,15.6,E,dim,min7
nan,15.7,E,dim,min7
nan,15.8,E,dim,min7
nan,15.9,E,dim,min7
nan,16,E,dim,min7
nan,16.1,E,dim,min7
nan,16.2,E,dim,min7
nan,16.3,E,dim,min7
nan,16.4,E,dim,min7
nan,16.5,E,dim,min7
nan,16.6,E,dim,min7
nan,16.7,E,dim,min7
nan,16.8,E,dim,min7
nan,16.9,E,dim,min7
nan,17,E,dim,min7
nan,17.1,E,dim,min7
nan,17.2,E,dim,min7
nan,17.3,E,dim,min7
nan,17.4,E,dim,min7
nan,17.5,E,dim,min7
nan,17.6,E,dim,min7
nan,17.7,E,dim,min7
nan,17.8,E,dim,min7
nan,17.9,E,dim,min7
nan,18,E,dim,min7
nan,18.1,E,dim,min7
nan,18.2,E,dim,min7
nan,18.3,E,dim,min7
nan,18.4,E,dim,min7
nan,18.5,E,dim,min7
nan,18.6,E,dim,min7
nan,18.7,E,dim,min7
nan,18.8,E,dim,min7
nan,18.9,E,dim,min7
nan,19,E,dim,min7
nan,19.1,E,dim,min7
nan,19.2,E,dim,min7
nan,19.3,E,dim,min7
nan,19.4,E,dim,min7
nan,19.5,E,dim,min7
nan,19.6,E,dim,min7
nan,19.7,E,dim,min7
nan,19.8,E,dim,min7
orchestra_addon/CrossEra-1640_Debussy_nocturnes_fetes.mp3,0,na,na,na
nan,0,D,dim,min7
nan,0.1,D,dim,min7
nan,0.2,D,dim,min7
nan,0.3,D,dim,min7
nan,0.4,D,dim,min7
nan,0.5,D,dim,min7
nan,0.6,D,dim,min7
nan,0.7,C#,maj,min7
nan,0.8,C#,maj,min7
nan,0.9,C#,maj,min7
nan,1,C#,maj,min7
nan,1.1,C#,maj,min7
nan,1.2,C#,maj,min7
nan,1.3,C#,maj,min7
nan,1.4,C#,maj,min7
nan,1.5,C#,maj,min7
nan,1.6,C#,maj,min7
nan,1.7,C#,maj,min7
nan,1.8,C#,maj,min7
nan,1.9,C#,maj,min7
nan,2,C#,maj,min7
nan,2.1,C#,maj,min7
nan,2.2,C#,maj,min7
nan,2.3,C#,maj,min7
nan,2.4,C#,maj,min7
nan,2.5,C#,maj,min7
nan,2.6,C#,maj,min7
nan,2.7,C#,maj,min7
nan,2.8,C#,maj,min7
nan,2.9,C#,maj,min7
nan,3,C#,maj,min7
nan,3.1,C#,maj,min7
nan,3.2,C#,maj,min7
nan,3.3,C#,maj,min7
nan,3.4,C#,maj,min7
nan,3.5,C#,maj,min7
nan,3.6,C#,maj,min7
nan,3.7,C#,maj,min7
nan,3.8,C#,maj,min7
nan,3.9,C#,maj,min7
nan,4,C#,maj,min7
nan,4.1,C#,maj,min7
nan,4.2,C#,maj,min7
nan,4.3,C#,maj,min7
nan,4.4,C#,maj,min7
nan,4.5,C#,maj,min7
nan,4.6,C#,maj,min7
nan,4.7,C#,maj,min7
nan,4.8,C#,maj,min7
nan,4.9,C#,maj,min7
nan,5,C#,maj,min7
nan,5.1,C#,maj,min7
nan,5.2,C#,maj,min7
nan,5.3,C#,maj,min7
nan,5.4,C#,maj,min7
nan,5.5,C#,maj,min7
nan,5.6,C#,maj,min7
nan,5.7,C#,maj,min7
nan,5.8,C#,maj,min7
nan,5.9,C#,maj,min7
nan,6,C#,maj,min7
nan,6.1,C#,maj,min7
nan,6.2,C#,maj,min7
nan,6.3,C#,maj,min7
nan,6.4,C#,maj,min7
nan,6.5,C#,maj,min7
nan,6.6,C#,maj,min7
nan,6.7,C#,maj,min7
nan,6.8,C#,maj,min7
nan,6.9,C#,maj,min7
nan,7,C#,maj,min7
nan,7.1,C#,maj,min7
nan,7.2,C#,maj,min7
nan,7.3,C#,maj,min7
nan,7.4,C#,maj,min7
nan,7.5,C#,maj,min7
nan,7.6,C#,maj,min7
nan,7.7,C#,maj,min7
nan,7.8,C#,maj,min7
nan,7.9,C#,maj,min7
nan,8,C#,maj,min7
nan,8.1,C#,maj,min7
nan,8.2,C#,maj,min7
nan,8.3,C#,maj,min7
nan,8.4,C#,maj,min7
nan,8.5,C#,maj,min7
nan,8.6,C#,maj,min7
nan,8.7,C#,maj,min7
nan,8.8,C#,maj,min7
nan,8.9,B,dim,na
nan,9,B,dim,na
nan,9.1,B,dim,na
nan,9.2,B,dim,na
nan,9.3,B,dim,na
nan,9.4,B,dim,na
nan,9.5,B,dim,na
nan,9.6,B,dim,na
nan,9.7,B,dim,na
nan,9.8,B,dim,na
nan,9.9,B,dim,na
nan,10,B,dim,na
nan,10.1,B,dim,na
nan,10.2,B,dim,na
nan,10.3,B,dim,na
nan,10.4,B,dim,na
nan,10.5,B,dim,na
nan,10.6,C#,maj,min7
nan,10.7,C#,maj,min7
nan,10.8,C#,maj,min7
nan,10.9,C#,maj,min7
nan,11,C#,maj,min7
nan,11.1,C#,maj,min7
nan,11.2,C#,maj,min7
nan,11.3,C#,maj,min7
nan,11.4,C#,maj,min7
nan,11.5,C#,maj,min7
nan,11.6,C#,maj,min7
nan,11.7,C#,maj,min7
nan,11.8,C#,maj,min7
nan,11.9,C#,maj,min7
nan,12,C#,maj,min7
nan,12.1,C#,maj,min7
nan,12.2,C#,maj,min7
nan,12.3,C#,maj,min7
nan,12.4,F,dim,min7
nan,12.5,F,dim,min7
nan,12.6,F,dim,min7
nan,12.7,F,dim,min7
nan,12.8,F,dim,min7
nan,12.9,F,dim,min7
nan,13,F,dim,min7
nan,13.1,F,dim,min7
nan,13.2,F,dim,min7
nan,13.3,F,dim,min7
nan,13.4,F,dim,min7
nan,13.5,F,dim,min7
nan,13.6,F,dim,min7
nan,13.7,F,dim,min7
nan,13.8,F,dim,min7
nan,13.9,F,dim,min7
nan,14,F,dim,min7
nan,14.1,F,dim,min7
nan,14.2,F,dim,min7
nan,14.3,F,dim,min7
nan,14.4,F,dim,min7
nan,14.5,F,dim,min7
nan,14.6,F,dim,min7
nan,14.7,F,dim,min7
nan,14.8,E,dim,min7
nan,14.9,E,dim,min7
nan,15,E,dim,min7
nan,15.1,E,dim,min7
nan,15.2,E,dim,min7
nan,15.3,E,dim,min7
nan,15.4,E,dim,min7
nan,15.5,E,dim,min7
nan,15.6,E,dim,min7
nan,15.7,E,dim,min7
nan,15.8,E,dim,min7
nan,15.9,E,dim,min7
nan,16,E,dim,min7
nan,16.1,E,dim,min7
nan,16.2,E,dim,min7
nan,16.3,E,dim,min7
nan,16.4,E,dim,min7
nan,16.5,E,dim,min7
nan,16.6,E,dim,min7
nan,16.7,E,dim,min7
nan,16.8,E,dim,min7
nan,16.9,E,dim,min7
nan,17,E,dim,min7
nan,17.1,E,dim,min7
nan,17.2,E,dim,min7
nan,17.3,E,dim,min7
nan,17.4,E,dim,min7
nan,17.5,E,dim,min7
nan,17.6,E,dim,min7
nan,17.7,E,dim,min7
nan,17.8,E,dim,min7
nan,17.9,E,dim,min7
nan,18,E,dim,min7
nan,18.1,E,dim,min7
nan,18.2,E,dim,min7
nan,18.3,E,dim,min7
nan,18.4,E,dim,min7
nan,18.5,E,dim,min7
nan,18.6,E,dim,min7
nan,18.7,E,dim,min7
nan,18.8,E,dim,min7
nan,18.9,E,dim,min7
nan,19,E,dim,min7
nan,19.1,E,dim,min7
nan,19.2,E,dim,min7
nan,19.3,E,dim,min7
nan,19.4,E,dim,min7
nan,19.5,E,dim,min7
nan,19.6,E,dim,min7
nan,19.7,E,dim,min7
nan,19.8,E,dim,min7
orchestra_addon/CrossEra-1650_Mahler_symphony_5_scherzo.mp3,0,na,na,na
nan,0,B,min,min7
nan,0.1,B,min,min7
nan,0.2,B,min,min7
nan,0.3,A,maj,na
nan,0.4,A,maj,na
nan,0.5,A,maj,na
nan,0.6,A,maj,na
nan,0.7,A,maj,na
nan,0.8,A,maj,na
nan,0.9,A,maj,na
nan,1,A,maj,na
nan,1.1,A,maj,na
nan,1.2,A,maj,na
nan,1.3,A,maj,na
nan,1.4,A,maj,na
nan,1.5,A,maj,na
nan,1.6,A,maj,na
nan,1.7,A,maj,na
nan,1.8,A,maj,na
nan,1.9,A,maj,na
nan,2,A,maj,na
nan,2.1,A,maj,na
nan,2.2,A,maj,na
nan,2.3,A,maj,na
nan,2.4,A,maj,na
nan,2.5,A,maj,na
nan,2.6,A,maj,na
nan,2.7,A,maj,na
nan,2.8,A,maj,na
nan,2.9,A,maj,na
nan,3,A,maj,na
nan,3.1,A,maj,na
nan,3.2,A,maj,na
nan,3.3,A,maj,na
nan,3.4,A,maj,na
nan,3.5,A,maj,na
nan,3.6,A,maj,na
nan,3.7,A,maj,na
nan,3.8,A,maj,na
nan,3.9,A,maj,na
nan,4,A,maj,na
nan,4.1,A,maj,na
nan,4.2,A,maj,na
nan,4.3,A,maj,na
nan,4.4,A,maj,na
nan,4.5,A,maj,na
nan,4.6,A,maj,na
nan,4.7,A,maj,na
nan,4.8,A,maj,na
nan,4.9,A,maj,na
nan,5,A,maj,na
nan,5.1,A,maj,na
nan,5.2,A,maj,na
nan,5.3,A,maj,na
nan,5.4,A,maj,na
nan,5.5,A,maj,na
nan,5.6,A,maj,na
nan,5.7,A,maj,na
nan,5.8,A,maj,na
nan,5.9,A,maj,na
nan,6,A,maj,na
nan,6.1,A,maj,na
nan,6.2,A,maj,na
nan,6.3,A,maj,na
nan,6.4,A,maj,na
nan,6.5,A,maj,na
nan,6.6,A,maj,na
nan,6.7,A,maj,na
nan,6.8,A,maj,na
nan,6.9,A,maj,na
nan,7,B,min,min7
nan,7.1,B,min,min7
nan,7.2,B,min,min7
nan,7.3,B,min,min7
nan,7.4,B,min,min7
nan,7.5,B,min,min7
nan,7.6,B,min,min7
nan,7.7,B,min,min7
nan,7.8,B,min,min7
nan,7.9,B,min,min7
nan,8,B,min,min7
nan,8.1,B,min,min7
nan,8.2,B,min,min7
nan,8.3,B,min,min7
nan,8.4,B,min,min7
nan,8.5,B,min,min7
nan,8.6,B,min,min7
nan,8.7,B,min,min7
nan,8.8,B,min,min7
nan,8.9,B,min,min7
nan,9,B,min,min7
nan,9.1,B,min,min7
nan,9.2,B,min,min7
nan,9.3,B,min,min7
nan,9.4,B,min,min7
nan,9.5,B,min,min7
nan,9.6,B,min,min7
nan,9.7,B,min,min7
nan,9.8,B,min,min7
nan,9.9,B,min,min7
nan,10,B,min,min7
nan,10.1,B,min,min7
nan,10.2,B,min,min7
nan,10.3,B,min,min7
nan,10.4,B,min,min7
nan,10.5,B,min,min7
nan,10.6,B,min,min7
nan,10.7,B,min,min7
nan,10.8,B,min,min7
nan,10.9,B,min,min7
nan,11,B,min,min7
nan,11.1,B,min,min7
nan,11.2,B,min,min7
nan,11.3,A,maj,min7
nan,11.4,A,maj,min7
nan,11.5,A,maj,min7
nan,11.6,A,maj,min7
nan,11.7,A,maj,min7
nan,11.8,A,maj,min7
nan,11.9,A,maj,min7
nan,12,A,maj,min7
nan,12.1,A,maj,min7
nan,12.2,A,maj,min7
nan,12.3,A,maj,min7
nan,12.4,A,maj,min7
nan,12.5,A,maj,min7
nan,12.6,A,maj,min7
nan,12.7,A,maj,min7
nan,12.8,A,maj,min7
nan,12.9,A,maj,min7
nan,13,A,maj,min7
nan,13.1,A,maj,min7
nan,13.2,A,maj,min7
nan,13.3,A,maj,min7
nan,13.4,A,maj,min7
nan,13.5,A,maj,min7
nan,13.6,A,maj,min7
nan,13.7,A,maj,min7
nan,13.8,A,maj,min7
nan,13.9,A,maj,min7
nan,14,A,maj,min7
nan,14.1,A,maj,min7
nan,14.2,A,maj,min7
nan,14.3,A,maj,min7
nan,14.4,A,maj,min7
nan,14.5,D,maj,na
nan,14.6,D,maj,na
nan,14.7,D,maj,na
nan,14.8,D,maj,na
nan,14.9,D,maj,na
nan,15,D,maj,na
nan,15.1,D,maj,na
nan,15.2,D,maj,na
nan,15.3,D,maj,na
nan,15.4,D,maj,na
nan,15.5,D,maj,na
nan,15.6,D,maj,na
nan,15.7,D,maj,na
nan,15.8,D,maj,na
nan,15.9,D,maj,na
nan,16,D,maj,na
nan,16.1,D,maj,na
nan,16.2,D,maj,na
nan,16.3,D,maj,na
nan,16.4,D,maj,na
nan,16.5,D,maj,na
nan,16.6,D,maj,na
nan,16.7,D,maj,na
nan,16.8,D,maj,na
nan,16.9,D,maj,na
nan,17,D,maj,na
nan,17.1,D,maj,na
nan,17.2,A,maj,min7
nan,17.3,A,maj,min7
nan,17.4,A,maj,min7
nan,17.5,A,maj,min7
nan,17.6,A,maj,min7
nan,17.7,A,maj,min7
nan,17.8,A,maj,min7
nan,17.9,A,maj,min7
nan,18,A,maj,min7
nan,18.1,A,maj,min7
nan,18.2,A,maj,min7
nan,18.3,A,maj,min7
nan,18.4,A,maj,min7
nan,18.5,A,maj,min7
nan,18.6,A,maj,min7
nan,18.7,A,maj,min7
nan,18.8,A,maj,min7
nan,18.9,A,maj,min7
nan,19,A,maj,min7
nan,19.1,A,maj,min7
nan,19.2,A,maj,min7
nan,19.3,A,maj,min7
nan,19.4,A,maj,min7
nan,19.5,A,maj,min7
nan,19.6,A,maj,min7
nan,19.7,A,maj,min7
nan,19.8,A,maj,min7
orchestra_addon/CrossEra-1650_Mahler_symphony_5_scherzo.mp3,0,na,na,na
nan,0,B,min,min7
nan,0.1,B,min,min7
nan,0.2,B,min,min7
nan,0.3,A,maj,na
nan,0.4,A,maj,na
nan,0.5,A,maj,na
nan,0.6,A,maj,na
nan,0.7,A,maj,na
nan,0.8,A,maj,na
nan,0.9,A,maj,na
nan,1,A,maj,na
nan,1.1,A,maj,na
nan,1.2,A,maj,na
nan,1.3,A,maj,na
nan,1.4,A,maj,na
nan,1.5,A,maj,na
nan,1.6,A,maj,na
nan,1.7,A,maj,na
nan,1.8,A,maj,na
nan,1.9,A,maj,na
nan,2,A,maj,na
nan,2.1,A,maj,na
nan,2.2,A,maj,na
nan,2.3,A,maj,na
nan,2.4,A,maj,na
nan,2.5,A,maj,na
nan,2.6,A,maj,na
nan,2.7,A,maj,na
nan,2.8,A,maj,na
nan,2.9,A,maj,na
nan,3,A,maj,na
nan,3.1,A,maj,na
nan,3.2,A,maj,na
nan,3.3,A,maj,na
nan,3.4,A,maj,na
nan,3.5,A,maj,na
nan,3.6,A,maj,na
nan,3.7,A,maj,na
nan,3.8,A,maj,na
nan,3.9,A,maj,na
nan,4,A,maj,na
nan,4.1,A,maj,na
nan,4.2,A,maj,na
nan,4.3,A,maj,na
nan,4.4,A,maj,na
nan,4.5,A,maj,na
nan,4.6,A,maj,na
nan,4.7,A,maj,na
nan,4.8,A,maj,na
nan,4.9,A,maj,na
nan,5,A,maj,na
nan,5.1,A,maj,na
nan,5.2,A,maj,na
nan,5.3,A,maj,na
nan,5.4,A,maj,na
nan,5.5,A,maj,na
nan,5.6,A,maj,na
nan,5.7,A,maj,na
nan,5.8,A,maj,na
nan,5.9,A,maj,na
nan,6,A,maj,na
nan,6.1,A,maj,na
nan,6.2,A,maj,na
nan,6.3,A,maj,na
nan,6.4,A,maj,na
nan,6.5,A,maj,na
nan,6.6,A,maj,na
nan,6.7,A,maj,na
nan,6.8,A,maj,na
nan,6.9,A,maj,na
nan,7,B,min,min7
nan,7.1,B,min,min7
nan,7.2,B,min,min7
nan,7.3,B,min,min7
nan,7.4,B,min,min7
nan,7.5,B,min,min7
nan,7.6,B,min,min7
nan,7.7,B,min,min7
nan,7.8,B,min,min7
nan,7.9,B,min,min7
nan,8,B,min,min7
nan,8.1,B,min,min7
nan,8.2,B,min,min7
nan,8.3,B,min,min7
nan,8.4,B,min,min7
nan,8.5,B,min,min7
nan,8.6,B,min,min7
nan,8.7,B,min,min7
nan,8.8,B,min,min7
nan,8.9,B,min,min7
nan,9,B,min,min7
nan,9.1,B,min,min7
nan,9.2,B,min,min7
nan,9.3,B,min,min7
nan,9.4,B,min,min7
nan,9.5,B,min,min7
nan,9.6,B,min,min7
nan,9.7,B,min,min7
nan,9.8,B,min,min7
nan,9.9,B,min,min7
nan,10,B,min,min7
nan,10.1,B,min,min7
nan,10.2,B,min,min7
nan,10.3,B,min,min7
nan,10.4,B,min,min7
nan,10.5,B,min,min7
nan,10.6,B,min,min7
nan,10.7,B,min,min7
nan,10.8,B,min,min7
nan,10.9,B,min,min7
nan,11,B,min,min7
nan,11.1,B,min,min7
nan,11.2,B,min,min7
nan,11.3,A,maj,min7
nan,11.4,A,maj,min7
nan,11.5,A,maj,min7
nan,11.6,A,maj,min7
nan,11.7,A,maj,min7
nan,11.8,A,maj,min7
nan,11.9,A,maj,min7
nan,12,A,maj,min7
nan,12.1,A,maj,min7
nan,12.2,A,maj,min7
nan,12.3,A,maj,min7
nan,12.4,A,maj,min7
nan,12.5,A,maj,min7
nan,12.6,A,maj,min7
nan,12.7,A,maj,min7
nan,12.8,A,maj,min7
nan,12.9,A,maj,min7
nan,13,A,maj,min7
nan,13.1,A,maj,min7
nan,13.2,A,maj,min7
nan,13.3,A,maj,min7
nan,13.4,A,maj,min7
nan,13.5,A,maj,min7
nan,13.6,A,maj,min7
nan,13.7,A,maj,min7
nan,13.8,A,maj,min7
nan,13.9,A,maj,min7
nan,14,A,maj,min7
nan,14.1,A,maj,min7
nan,14.2,A,maj,min7
nan,14.3,A,maj,min7
nan,14.4,A,maj,min7
nan,14.5,D,maj,na
nan,14.6,D,maj,na
nan,14.7,D,maj,na
nan,14.8,D,maj,na
nan,14.9,D,maj,na
nan,15,D,maj,na
nan,15.1,D,maj,na
nan,15.2,D,maj,na
nan,15.3,D,maj,na
nan,15.4,D,maj,na
nan,15.5,D,maj,na
nan,15.6,D,maj,na
nan,15.7,D,maj,na
nan,15.8,D,maj,na
nan,15.9,D,maj,na
nan,16,D,maj,na
nan,16.1,D,maj,na
nan,16.2,D,maj,na
nan,16.3,D,maj,na
nan,16.4,D,maj,na
nan,16.5,D,maj,na
nan,16.6,D,maj,na
nan,16.7,D,maj,na
nan,16.8,D,maj,na
nan,16.9,D,maj,na
nan,17,D,maj,na
nan,17.1,D,maj,na
nan,17.2,A,maj,min7
nan,17.3,A,maj,min7
nan,17.4,A,maj,min7
nan,17.5,A,maj,min7
nan,17.6,A,maj,min7
nan,17.7,A,maj,min7
nan,17.8,A,maj,min7
nan,17.9,A,maj,min7
nan,18,A,maj,min7
nan,18.1,A,maj,min7
nan,18.2,A,maj,min7
nan,18.3,A,maj,min7
nan,18.4,A,maj,min7
nan,18.5,A,maj,min7
nan,18.6,A,maj,min7
nan,18.7,A,maj,min7
nan,18.8,A,maj,min7
nan,18.9,A,maj,min7
nan,19,A,maj,min7
nan,19.1,A,maj,min7
nan,19.2,A,maj,min7
nan,19.3,A,maj,min7
nan,19.4,A,maj,min7
nan,19.5,A,maj,min7
nan,19.6,A,maj,min7
nan,19.7,A,maj,min7
nan,19.8,A,maj,min7
orchestra_addon/CrossEra-1650_Mahler_symphony_5_scherzo.mp3,0,na,na,na
nan,0,B,min,min7
nan,0.1,B,min,min7
nan,0.2,B,min,min7
nan,0.3,A,maj,na
nan,0.4,A,maj,na
nan,0.5,A,maj,na
nan,0.6,A,maj,na
nan,0.7,A,maj,na
nan,0.8,A,maj,na
nan,0.9,A,maj,na
nan,1,A,maj,na
nan,1.1,A,maj,na
nan,1.2,A,maj,na
nan,1.3,A,maj,na
nan,1.4,A,maj,na
nan,1.5,A,maj,na
nan,1.6,A,maj,na
nan,1.7,A,maj,na
nan,1.8,A,maj,na
nan,1.9,A,maj,na
nan,2,A,maj,na
nan,2.1,A,maj,na
nan,2.2,A,maj,na
nan,2.3,A,maj,na
nan,2.4,A,maj,na
nan,2.5,A,maj,na
nan,2.6,A,maj,na
nan,2.7,A,maj,na
nan,2.8,A,maj,na
nan,2.9,A,maj,na
nan,3,A,maj,na
nan,3.1,A,maj,na
nan,3.2,A,maj,na
nan,3.3,A,maj,na
nan,3.4,A,maj,na
nan,3.5,A,maj,na
nan,3.6,A,maj,na
nan,3.7,A,maj,na
nan,3.8,A,maj,na
nan,3.9,A,maj,na
nan,4,A,maj,na
nan,4.1,A,maj,na
nan,4.2,A,maj,na
nan,4.3,A,maj,na
nan,4.4,A,maj,na
nan,4.5,A,maj,na
nan,4.6,A,maj,na
nan,4.7,A,maj,na
nan,4.8,A,maj,na
nan,4.9,A,maj,na
nan,5,A,maj,na
nan,5.1,A,maj,na
nan,5.2,A,maj,na
nan,5.3,A,maj,na
nan,5.4,A,maj,na
nan,5.5,A,maj,na
nan,5.6,A,maj,na
nan,5.7,A,maj,na
nan,5.8,A,maj,na
nan,5.9,A,maj,na
nan,6,A,maj,na
nan,6.1,A,maj,na
nan,6.2,A,maj,na
nan,6.3,A,maj,na
nan,6.4,A,maj,na
nan,6.5,A,maj,na
nan,6.6,A,maj,na
nan,6.7,A,maj,na
nan,6.8,A,maj,na
nan,6.9,A,maj,na
nan,7,B,min,min7
nan,7.1,B,min,min7
nan,7.2,B,min,min7
nan,7.3,B,min,min7
nan,7.4,B,min,min7
nan,7.5,B,min,min7
nan,7.6,B,min,min7
nan,7.7,B,min,min7
nan,7.8,B,min,min7
nan,7.9,B,min,min7
nan,8,B,min,min7
nan,8.1,B,min,min7
nan,8.2,B,min,min7
nan,8.3,B,min,min7
nan,8.4,B,min,min7
nan,8.5,B,min,min7
nan,8.6,B,min,min7
nan,8.7,B,min,min7
nan,8.8,B,min,min7
nan,8.9,B,min,min7
nan,9,B,min,min7
nan,9.1,B,min,min7
nan,9.2,B,min,min7
nan,9.3,B,min,min7
nan,9.4,B,min,min7
nan,9.5,B,min,min7
nan,9.6,B,min,min7
nan,9.7,B,min,min7
nan,9.8,B,min,min7
nan,9.9,B,min,min7
nan,10,B,min,min7
nan,10.1,B,min,min7
nan,10.2,B,min,min7
nan,10.3,B,min,min7
nan,10.4,B,min,min7
nan,10.5,B,min,min7
nan,10.6,B,min,min7
nan,10.7,B,min,min7
nan,10.8,B,min,min7
nan,10.9,B,min,min7
nan,11,B,min,min7
nan,11.1,B,min,min7
nan,11.2,B,min,min7
nan,11.3,A,maj,min7
nan,11.4,A,maj,min7
nan,11.5,A,maj,min7
nan,11.6,A,maj,min7
nan,11.7,A,maj,min7
nan,11.8,A,maj,min7
nan,11.9,A,maj,min7
nan,12,A,maj,min7
nan,12.1,A,maj,min7
nan,12.2,A,maj,min7
nan,12.3,A,maj,min7
nan,12.4,A,maj,min7
nan,12.5,A,maj,min7
nan,12.6,A,maj,min7
nan,12.7,A,maj,min7
nan,12.8,A,maj,min7
nan,12.9,A,maj,min7
nan,13,A,maj,min7
nan,13.1,A,maj,min7
nan,13.2,A,maj,min7
nan,13.3,A,maj,min7
nan,13.4,A,maj,min7
nan,13.5,A,maj,min7
nan,13.6,A,maj,min7
nan,13.7,A,maj,min7
nan,13.8,A,maj,min7
nan,13.9,A,maj,min7
nan,14,A,maj,min7
nan,14.1,A,maj,min7
nan,14.2,A,maj,min7
nan,14.3,A,maj,min7
nan,14.4,A,maj,min7
nan,14.5,D,maj,na
nan,14.6,D,maj,na
nan,14.7,D,maj,na
nan,14.8,D,maj,na
nan,14.9,D,maj,na
nan,15,D,maj,na
nan,15.1,D,maj,na
nan,15.2,D,maj,na
nan,15.3,D,maj,na
nan,15.4,D,maj,na
nan,15.5,D,maj,na
nan,15.6,D,maj,na
nan,15.7,D,maj,na
nan,15.8,D,maj,na
nan,15.9,D,maj,na
nan,16,D,maj,na
nan,16.1,D,maj,na
nan,16.2,D,maj,na
nan,16.3,D,maj,na
nan,16.4,D,maj,na
nan,16.5,D,maj,na
nan,16.6,D,maj,na
nan,16.7,D,maj,na
nan,16.8,D,maj,na
nan,16.9,D,maj,na
nan,17,D,maj,na
nan,17.1,D,maj,na
nan,17.2,A,maj,min7
nan,17.3,A,maj,min7
nan,17.4,A,maj,min7
nan,17.5,A,maj,min7
nan,17.6,A,maj,min7
nan,17.7,A,maj,min7
nan,17.8,A,maj,min7
nan,17.9,A,maj,min7
nan,18,A,maj,min7
nan,18.1,A,maj,min7
nan,18.2,A,maj,min7
nan,18.3,A,maj,min7
nan,18.4,A,maj,min7
nan,18.5,A,maj,min7
nan,18.6,A,maj,min7
nan,18.7,A,maj,min7
nan,18.8,A,maj,min7
nan,18.9,A,maj,min7
nan,19,A,maj,min7
nan,19.1,A,maj,min7
nan,19.2,A,maj,min7
nan,19.3,A,maj,min7
nan,19.4,A,maj,min7
nan,19.5,A,maj,min7
nan,19.6,A,maj,min7
nan,19.7,A,maj,min7
nan,19.8,A,maj,min7
orchestra_addon/CrossEra-1661_Mahler_symphony_9_mvt_4_adagio_sehr_langsam_und_noch_zuruckhaltend.mp3,0,na,na,na
nan,0,Ab,maj,na
nan,0.1,Ab,maj,na
nan,0.2,Ab,maj,na
nan,0.3,Ab,maj,na
nan,0.4,Ab,maj,na
nan,0.5,B,min,na
nan,0.6,B,min,na
nan,0.7,B,min,na
nan,0.8,B,min,na
nan,0.9,B,min,na
nan,1,B,min,na
nan,1.1,B,min,na
nan,1.2,B,min,na
nan,1.3,B,min,na
nan,1.4,B,min,na
nan,1.5,B,min,na
nan,1.6,B,min,na
nan,1.7,B,min,na
nan,1.8,B,min,na
nan,1.9,B,min,na
nan,2,B,min,na
nan,2.1,B,min,na
nan,2.2,B,min,na
nan,2.3,B,min,na
nan,2.4,B,min,na
nan,2.5,B,min,na
nan,2.6,B,min,na
nan,2.7,B,min,na
nan,2.8,B,min,na
nan,2.9,B,min,na
nan,3,B,min,na
nan,3.1,B,min,na
nan,3.2,B,min,na
nan,3.3,B,min,na
